Name,O_ana_MV_C2459,O_ana_AM_M8258,O_ana_QM_J20672_ERR,O_ana_QVM_M1988x1x141_ERR,O_ana_QVM_M1987x1x105_ERR,O_ana_QM_JM1086_ERR,O_ana_MV_C29796_ERR,O_ana_ANWC_M3708_ERR,O_ana_MV_C2459_ERR,O_ana_ANWC_M1279_ERR,O_ana_AM_M8258_ERR,O_ana_SAM_M6043_ERR,O_ana_QVM_M1987x1x105,O_ana_ANWC_M3708,O_ana_QM_J20672,O_ana_QVM_M1988x1x141,O_ana_QM_JM1086,O_ana_MV_C29796,O_ana_ANWC_M1279,O_ana_SAM_M6043
Z CUR_L_dp 1,0.163588262,-13.15067444,32.59695129,51.81824341,31.63215027,27.41500854,-2.533045769,31.59432068,-0.20187211,-7.416312408,-13.2220047,26.86304626,31.99259338,31.39838562,32.71462097,51.63587646,27.42908325,-2.287816048,-7.220606232,26.73731995
X CUR_C_mdve 4,34.9421875,5.99789772,21.45740814,33.14804993,-10.51200333,26.17804565,-19.29082184,17.57931671,34.82129822,4.378448868,6.248735809,20.66357727,-9.079772949,17.63348389,20.84694824,32.88697205,26.31353149,-19.26934357,4.466217041,20.65320129
Y CUR_C_mdve 4,-78.10882568,-49.5596405,-13.29500427,-42.92882996,-80.53414917,-6.318069458,-38.07791138,-79.59400024,-77.91089478,-16.37351074,-50.20540161,-25.17165527,-77.30784302,-79.27254639,-13.00675964,-43.98552551,-6.380512619,-38.12530518,-16.28237305,-24.96641693
Z CUR_C_mdve 4,15.97068481,-5.773558044,23.39119263,39.11887817,15.49589539,24.31378174,9.904885101,25.44503479,15.86556091,9.238869476,-5.496232605,36.20483093,15.53194122,25.59367828,23.67179718,38.8140625,24.39482422,9.872812653,9.113728333,36.28427429
X CUR_C_mdve 3,30.96933899,8.081623077,11.611586,31.54636841,-6.227573013,17.3417984,-16.27697754,18.17078857,30.97546997,-3.817943573,8.175333405,15.55995789,-5.499263,18.20041351,11.7156311,31.53943787,17.2878006,-16.24999695,-3.950959396,15.70728607
Y CUR_C_mdve 3,-65.59432983,-59.12584839,-9.636009979,-55.03869019,-68.59431763,-3.128903008,-49.17465515,-66.58328247,-65.52941284,-13.29881897,-59.3883728,-15.46264801,-65.17114868,-66.43519287,-9.627924347,-55.28873901,-3.123526764,-49.44271851,-13.26672668,-15.2958786
Z CUR_C_mdve 3,12.4226944,-2.439702415,26.64277344,36.68291321,15.7234436,15.69896545,9.76493988,29.7221283,12.39072571,0.823199558,-2.421902847,30.26256104,15.72123413,29.73381958,26.61679077,36.65421143,15.62071075,9.77208786,0.738624096,30.18991699
X CUR_C_mdve 2,29.87428589,8.609609985,0.813805199,32.85415039,-4.442518234,7.418756866,-16.83228607,17.89949493,29.89052429,-12.00055313,8.646389008,10.77125473,-4.408184814,17.88162231,0.723925924,32.90718994,7.704024506,-16.85055389,-12.03330841,10.97511368
Y CUR_C_mdve 2,-52.2239502,-69.455896,-7.767246246,-67.27662964,-54.08365479,-2.254040337,-61.06136475,-53.45062866,-52.19475708,-8.360452271,-69.4109375,-6.888220978,-54.04568481,-53.434198,-7.728482819,-67.63134155,-2.253825188,-61.10562744,-8.314037323,-7.020783997
Z CUR_C_mdve 2,10.12768784,-1.80832119,27.78791809,35.80215454,15.8810257,7.211812592,11.10678177,30.3614624,10.10536194,-6.005708313,-1.840316963,21.84161377,15.80241852,30.39677734,27.76340942,35.80714722,7.438503265,11.06893539,-6.071874237,22.26630249
X CUR_C_mdve 1,30.43690186,8.167825317,-9.264312744,35.20429993,-4.463176727,-1.956462288,-18.05671234,17.46290436,30.47978516,-20.11183472,8.198400116,7.287480164,-4.463511276,17.37479553,-9.347299194,35.25480652,-1.915089798,-18.15229797,-20.16391602,7.499198151
Y CUR_C_mdve 1,-40.86250305,-78.82527466,-6.019514847,-78.15404053,-42.21911621,-2.601462746,-71.69703369,-40.20473022,-40.44302673,-2.24344635,-78.83399658,-0.578093052,-41.77373657,-39.77794189,-5.980852127,-78.62107544,-2.598537445,-71.82418823,-2.117385101,-0.234631395
Z CUR_C_mdve 1,9.434420013,-2.123258018,27.75292664,35.60190125,15.60302124,-2.730824471,12.866745,29.24191284,9.406756592,-12.15148468,-2.141027641,14.06825409,15.53170624,29.14447327,27.72931213,35.60967712,-2.609499359,12.86966095,-12.29418945,13.8802887
X CUR_C_mddo 5,18.94073792,16.4711441,32.95545959,14.17565155,9.063586426,28.87140198,-3.095156479,20.62266998,18.96414337,12.57300186,16.56547699,17.54536438,9.170536804,20.92863464,32.63027649,14.12940826,29.29555359,-3.01977253,12.55796127,18.16427155
Y CUR_C_mddo 5,-91.93720093,-39.33647156,-6.920166779,-35.65365906,-93.6326355,13.21525726,-31.7832489,-92.66801147,-92.01130371,-37.37542114,-39.73305664,-21.7457016,-92.96104736,-92.91818237,-6.783607483,-35.22020569,13.29563141,-30.83079529,-37.34259033,-21.43231964
Z CUR_C_mddo 5,6.392871094,7.130741119,39.6841156,31.98266296,20.08126678,39.03042297,0.451559067,46.0049469,6.38915863,1.481150055,7.167618561,59.26870117,19.88838043,45.95586548,39.59737854,31.9358429,39.35899658,0.377427292,1.474532223,59.25695801
X CUR_C_mddo 4,19.32172089,15.697789,24.13652496,17.03067017,8.289987183,22.3865448,-4.319025421,20.48843384,19.34363098,5.171869659,15.75971985,14.97171936,8.230665588,20.69277802,24.03108063,16.98918915,22.44363861,-4.237664413,5.246570587,15.14901733
Y CUR_C_mddo 4,-82.11937256,-47.71990356,-5.777172089,-44.4484375,-82.79400635,11.8558609,-39.77185669,-82.07213135,-82.11404419,-30.61394653,-47.82295837,-15.63927612,-82.15296021,-82.13952637,-5.771988297,-44.29222717,11.99466248,-39.42888794,-30.63517761,-15.53635864
Z CUR_C_mddo 4,5.870463562,6.665896606,38.42617493,31.80178223,19.40367432,31.14370728,2.171686935,44.7473877,5.846408844,-2.480418205,6.630401611,51.1554718,19.35783691,44.73187256,38.39144897,31.7339447,31.1900238,2.110499191,-2.494005394,51.11324158
X CUR_C_mddo 3,20.58485565,14.32006836,15.73828583,20.92647858,5.587786102,15.91062775,-6.426004791,19.97537537,20.63057709,-1.90564785,14.40702667,12.2646347,5.637008667,20.09916229,15.92210999,20.87113342,15.9291626,-6.446578217,-1.820728874,12.51534805
Y CUR_C_mddo 3,-71.83845215,-55.80372314,-5.411128235,-53.04210815,-72.40651855,9.333527374,-47.39672546,-71.77412109,-71.92270508,-23.28652649,-55.7612793,-10.48459167,-72.08556519,-71.74058838,-5.366231155,-52.81724854,9.365912628,-47.42120667,-23.35653076,-10.37676315
Z CUR_C_mddo 3,5.684712219,5.109349442,36.40874023,32.50441284,18.54711761,22.86888885,4.227721786,42.76191406,5.610790253,-5.65306282,5.109582138,42.27580261,18.51535645,42.72402649,36.43202209,32.43782349,22.76268005,4.255192566,-5.726030731,42.40325317
X CUR_C_mddo 2,21.97260132,12.96847076,7.155857086,24.34662781,4.321056366,9.36998291,-9.197187805,19.74472809,22.03574066,-9.295661163,13.00983582,9.554981232,4.28594017,19.81838837,7.275164032,24.2985321,9.391970062,-9.209160614,-9.253923798,9.859779358
Y CUR_C_mddo 2,-60.75848389,-64.56419067,-4.584487915,-62.88641357,-60.17549438,6.797226715,-56.31051025,-61.08985596,-60.8361145,-16.87373352,-64.45150757,-4.720254517,-60.50435791,-61.17113037,-4.519952393,-62.72687988,6.810132599,-56.32311401,-16.8125412,-4.85704422
Z CUR_C_mddo 2,5.836965561,3.913677597,35.11981812,32.52503967,17.69511719,14.18204346,6.851578522,40.6188385,5.812776947,-9.532650757,3.901860046,32.5713501,17.66717529,40.61243286,35.08098145,32.50733948,14.09770966,6.840435791,-9.596026611,32.98710632
X CUR_C_mddo 1,24.10185852,11.64089432,-2.592411613,28.10666199,2.303438759,2.14539299,-11.92244186,19.17647247,24.17106323,-16.25355377,11.6623436,7.116449738,2.400486755,19.19503479,-2.676364136,28.20283813,2.216509056,-11.91346893,-16.3376358,7.043403625
Y CUR_C_mddo 1,-48.82952881,-73.15325317,-3.78065033,-72.69567871,-48.61621704,4.402650833,-66.43538208,-48.64098511,-48.65459595,-10.33504105,-73.15651245,0.023516954,-48.76323853,-48.56221619,-3.705030823,-72.91954346,4.437850189,-66.37550049,-10.19810333,-0.359983897
Z CUR_C_mddo 1,6.134276962,2.49452095,33.50618286,32.90418091,16.9080658,5.021102142,9.388072205,37.60263977,6.114138794,-13.25372314,2.459241867,23.75665283,16.87432556,37.57270203,33.44436646,32.91789246,5.082423782,9.355966949,-13.36335602,23.9762085
